question,answer,pattern,tag
i can't prioritize anything,"What can be postponed, delegated, or dropped entirely?",i can't prioritize anything,overwhelm
i don't want to be here anymore,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",i don't want to be here anymore,suicide
i don't want to be here anymore,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",i don't want to be here anymore,suicide
i don't want to be here anymore,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",i don't want to be here anymore,suicide
life isn't worth living,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",life isn't worth living,suicide
life isn't worth living,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",life isn't worth living,suicide
life isn't worth living,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",life isn't worth living,suicide
i can't go on,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",i can't go on,suicide
i can't go on,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",i can't go on,suicide
i can't go on,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",i can't go on,suicide
maybe everyone would be better without me,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",maybe everyone would be better without me,suicide
maybe everyone would be better without me,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",maybe everyone would be better without me,suicide
maybe everyone would be better without me,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",maybe everyone would be better without me,suicide
i want to disappear,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",i want to disappear,suicide
i want to disappear,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",i want to disappear,suicide
i want to disappear,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",i want to disappear,suicide
