question,answer,pattern,tag
I’m struggling with ashamed fact-2 before going to bed. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m struggling with ashamed fact-2 before going to bed. What can I do?,fact-2
I need help with on edge around my family. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with on edge around my family. What can I do?,location
i can't sleep,What do you think is the reason behind this?,i can't sleep,sleep
maybe everyone would be better without me,"If you can, please consider contacting your local crisis hotline or emergency services. You matter and help is available.",maybe everyone would be better without me,suicide
i'm not good enough,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,i'm not good enough,worthless
Lately I feel hopeless fact-24 during the day. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel hopeless fact-24 during the day. What can I do?,fact-24
I don’t know how to handle drained mental-health-fact at night. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle drained mental-health-fact at night. What can I do?,mental-health-fact
I keep experiencing guilty. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing guilty. What can I do?,no-approach
i feel stressed out because i don't think i've prepared well enough,I see. Have you taken any approaches to not feel this way?,i feel stressed out because i don't think i've prepared well enough,problem
Lately I feel overwhelmed about. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel overwhelmed about. What can I do?,about
I need help with burned out when I think about the future. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with burned out when I think about the future. What can I do?,no-approach
I could use support for unable to focus fact-15. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I could use support for unable to focus fact-15. What can I do?,fact-15
I’m looking for advice on restless fact-29. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m looking for advice on restless fact-29. What can I do?,fact-29
I’m worried about numb not-talking especially at work. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m worried about numb not-talking especially at work. What can I do?,not-talking
i can't prioritize anything,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",i can't prioritize anything,overwhelm
I don’t know how to handle worried friends when I’m alone. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle worried friends when I’m alone. What can I do?,friends
I need help with on edge fact-18. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with on edge fact-18. What can I do?,fact-18
i feel numb and hopeless,"I’m really sorry you’re going through this. What support has helped you before, even a little?",i feel numb and hopeless,depressed
I need help with stuck suicide. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. I’m really glad you’re talking about this—safety comes first; keep crisis contacts handy. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with stuck suicide. What can I do?,suicide
give me self care tips,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",give me self care tips,self-care
what is depression?,"A mental health disorder characterised by persistently depressed mood or loss of interest in activities, causing significant impairment in daily life.",what is depression?,fact-3
I’m struggling with burned out fact-32 before going to bed. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m struggling with burned out fact-32 before going to bed. What can I do?,fact-32
i'm scared to open up to people,You're not alone in this. What kind of friend do you want to be—and to have?,i'm scared to open up to people,friends
i'm dissociating,"Pick any object near you and describe it in detail—shape, color, weight.",i'm dissociating,grounding
fine,Let's discuss further why you're feeling this way.,fine,casual
I don’t know how to handle stuck. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle stuck. What can I do?,fact-11
i deserve a break,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.",i deserve a break,user-agree
I keep experiencing burned out hope. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing burned out hope. What can I do?,hope
i regret my choices,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i regret my choices,guilt-shame
I’ve been feeling unable to focus. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling unable to focus. What can I do?,default
everything feels overwhelming,Want to try a short grounding exercise together?,everything feels overwhelming,stressed
I’m looking for advice on stuck especially at work. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m looking for advice on stuck especially at work. What can I do?,understand
It’s hard for me because of unable to focus goodbye at night. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",It’s hard for me because of unable to focus goodbye at night. What can I do?,goodbye
yeah you're right. i deserve a break.,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.",yeah you're right. i deserve a break.,user-agree
I don’t know how to handle on edge friends. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle on edge friends. What can I do?,friends
I’ve been feeling restless depressed after I wake up. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Low mood can make everything heavier—tiny, kind actions for yourself count. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling restless depressed after I wake up. What can I do?,depressed
what are the different types of mental health professionals,There are many types of mental health professionals. Finding the right one for you may require some research.,what are the different types of mental health professionals,fact-23
Lately I feel overwhelmed. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Anger often protects a deeper need—naming that need can reduce the charge. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel overwhelmed. What can I do?,anger
i mess everything up,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",i mess everything up,worthless
I don’t know how to handle overwhelmed at night. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle overwhelmed at night. What can I do?,motivation
I’ve been feeling worried. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling worried. What can I do?,fact-16
lately i feel low,Would talking through today help a little? I'm here to listen.,lately i feel low,sad
tell me another fact about mental health,"According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed",tell me another fact about mental health,mental-health-fact
i don't want to be here anymore,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",i don't want to be here anymore,suicide
i can't go on,"I’m really sorry you’re feeling this pain. You deserve support. If you’re in immediate danger, please contact local emergency services. You can also reach a trusted person or your local crisis line.",i can't go on,suicide
what is therapy?,Therapy is a form of treatment that aims to help resolve mental or emotional issues.,what is therapy?,fact-7
i have too much on my plate,Want to try a short grounding exercise together?,i have too much on my plate,stressed
i'm burned out and exhausted,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",i'm burned out and exhausted,stressed
i guess not. all i can think about are my exams.,That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?,i guess not. all i can think about are my exams.,no-approach
It’s hard for me because of ashamed self-care when I’m alone. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. I’m really glad you’re talking about this—safety comes first; keep crisis contacts handy. Write down one small step you can take today and one thing that helped you in the past. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",It’s hard for me because of ashamed self-care when I’m alone. What can I do?,self-care
I keep experiencing ashamed fact-31. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing ashamed fact-31. What can I do?,fact-31
i'm shaking and my chest is tight,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,i'm shaking and my chest is tight,panic-attack
i can't stop worrying,That sounds exhausting. Can you notice any moments or triggers when it gets stronger?,i can't stop worrying,anxious
i can't focus on the present,"Pick any object near you and describe it in detail—shape, color, weight.",i can't focus on the present,grounding
i want to disappear,"You are not alone. Would you like me to help you plan who to contact right now—a friend, family member, or a professional?",i want to disappear,suicide
I don’t know how to handle on edge user-agree when I’m alone. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle on edge user-agree when I’m alone. What can I do?,user-agree
I’ve been feeling down understand after I wake up. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling down understand after I wake up. What can I do?,understand
I’m looking for advice on ashamed around my family. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m looking for advice on ashamed around my family. What can I do?,name
too many tasks to handle,"What can be postponed, delegated, or dropped entirely?",too many tasks to handle,overwhelm
I don’t know how to handle guilty after I wake up. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle guilty after I wake up. What can I do?,guilt-shame
I’m struggling with worried afternoon when I’m alone. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m struggling with worried afternoon when I’m alone. What can I do?,afternoon
I’m worried about hopeless greeting with my friends. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’m worried about hopeless greeting with my friends. What can I do?,greeting
how do i find a therapist,It’s okay to try a few therapists to find a good fit—your comfort matters.,how do i find a therapist,therapy
I need help with hopeless skill when I’m alone. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with hopeless skill when I’m alone. What can I do?,skill
i feel like i'm back at square one,Would you like to create a short safety and support plan for the next few days?,i feel like i'm back at square one,relapse
i can't do anything,It's only natural to feel this way. Tell me more. What else is on your mind?,i can't do anything,worthless
i feel better now,"Your welcome. Remember: Always focus on what's within your control. When you find yourself worrying, take a minute to examine the things you have control over. You can't prevent a storm from coming but you can prepare for it. You can't control how someone else behaves, but you can control how you react. Recognize that sometimes, all you can control is your effort and your attitude. When you put your energy into the things you can control, you'll be much more effective.",i feel better now,user-meditation
It’s hard for me because of exhausted fact-13 around my family. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",It’s hard for me because of exhausted fact-13 around my family. What can I do?,fact-13
that's all,I heard you & noted it all. See you later.,that's all,done
i have no motivation,Motivation often follows action. What’s a 2-minute task you can try right now?,i have no motivation,motivation
who you are,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today",who you are,about
is there any hope for me,Many people feel better with support and small consistent steps. What support could we try next?,is there any hope for me,hope
i am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.,i am going to commit suicide,suicide
I keep experiencing stuck. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing stuck. What can I do?,ask
Lately I feel burned out meditation before going to bed. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel burned out meditation before going to bed. What can I do?,meditation
It’s hard for me because of drained suicide after I wake up. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. I’m really glad you’re talking about this—safety comes first; keep crisis contacts handy. Write down one small step you can take today and one thing that helped you in the past. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",It’s hard for me because of drained suicide after I wake up. What can I do?,suicide
Lately I feel unable to focus greeting with my friends. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel unable to focus greeting with my friends. What can I do?,greeting
I keep experiencing hopeless with my friends. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Low mood can make everything heavier—tiny, kind actions for yourself count. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing hopeless with my friends. What can I do?,sad
I need help with stuck. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with stuck. What can I do?,fact-23
i feel great today.,That's geat to hear. I'm glad you're feeling this way.,i feel great today.,happy
is therapy worth it,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,is therapy worth it,therapy
thank you very much,"Your welcome. Remember: Always focus on what's within your control. When you find yourself worrying, take a minute to examine the things you have control over. You can't prevent a storm from coming but you can prepare for it. You can't control how someone else behaves, but you can control how you react. Recognize that sometimes, all you can control is your effort and your attitude. When you put your energy into the things you can control, you'll be much more effective.",thank you very much,user-meditation
I’ve been feeling guilty at night. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling guilty at night. What can I do?,fact-25
my symptoms returned,Would you like to create a short safety and support plan for the next few days?,my symptoms returned,relapse
I don’t know how to handle burned out fact-10 before going to bed. What can I do?,"That sounds really tough, and it makes sense that you’re overwhelmed. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I don’t know how to handle burned out fact-10 before going to bed. What can I do?,fact-10
leave it for now,Thanks for telling me your boundary. We can switch topics if you prefer.,leave it for now,not-talking
should i see a therapist,It’s okay to try a few therapists to find a good fit—your comfort matters.,should i see a therapist,therapy
Lately I feel overwhelmed learn-mental-health before going to bed. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel overwhelmed learn-mental-health before going to bed. What can I do?,learn-mental-health
what is your location,Duh I live in your computer,what is your location,location
getting out of bed is hard,"I’m really sorry you’re going through this. What support has helped you before, even a little?",getting out of bed is hard,depressed
i'm tired all the time,"If it feels safe, can you share what a tough day looks like for you?",i'm tired all the time,depressed
I need help with stuck fact-31 at night. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with stuck fact-31 at night. What can I do?,fact-31
I need help with on edge. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Try a slow breathing exercise: inhale for 4, hold 4, exhale for 6, for 3–5 minutes. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with on edge. What can I do?,greeting
can i ask you something?,Sure. I'll try my best to answer you,can i ask you something?,ask
hi there,Hello there. Tell me how are you feeling today?,hi there,greeting
It’s hard for me because of down after I wake up. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",It’s hard for me because of down after I wake up. What can I do?,fact-32
I could use support for on edge about especially at work. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Name and notice: label what you feel, where you feel it in your body, and rate its intensity from 1–10. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I could use support for on edge about especially at work. What can I do?,about
Lately I feel hopeless with my friends. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel hopeless with my friends. What can I do?,morning
i don't even know where to start,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",i don't even know where to start,overwhelm
I could use support for numb fact-24 when I think about the future. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I could use support for numb fact-24 when I think about the future. What can I do?,fact-24
i'm worried i'll feel like this forever,Many people feel better with support and small consistent steps. What support could we try next?,i'm worried i'll feel like this forever,hope
I’ve been feeling burned out fact-20 at night. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Write down one small step you can take today and one thing that helped you in the past. If this keeps getting in the way of daily life, consider talking to a licensed professional. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I’ve been feeling burned out fact-20 at night. What can I do?,fact-20
I could use support for hopeless with my friends. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Do a quick grounding check: look for 5 things you see, 4 you feel, 3 you hear, 2 you smell, 1 you taste. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I could use support for hopeless with my friends. What can I do?,evening
i feel happy,That's geat to hear. I'm glad you're feeling this way.,i feel happy,happy
Lately I feel burned out around my family. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel burned out around my family. What can I do?,fact-21
my symptoms returned,Let’s review your coping tools—what helped even a little before?,my symptoms returned,relapse
i feel like a failure,You matter here. What's one thing you’ve done recently that took effort?,i feel like a failure,worthless
my thoughts are racing,"Pick any object near you and describe it in detail—shape, color, weight.",my thoughts are racing,grounding
what can you do?,"I can provide general advice regarding anxiety and depression, answer questions related to mental health and make daily conversations. Do not consider me as a subsitute for an actual mental healthcare worker. Please seek help if you don't feel satisfied with me.",what can you do?,skill
who are you?,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today",who are you?,about
I keep experiencing stuck fact-7 around my family. What can I do?,"I’m really glad you reached out—what you’re feeling is valid. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I keep experiencing stuck fact-7 around my family. What can I do?,fact-7
are you dumb,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful,are you dumb,stupid
i can't seem to go to sleep.,What do you think is the reason behind this?,i can't seem to go to sleep.,sleep
that's helpful,Happy to help!,that's helpful,thanks
I need help with on edge. What can I do?,"It’s okay to take this one step at a time—you’re doing your best. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. If you have access, a brief chat with a counselor can help you find tools that fit you. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",I need help with on edge. What can I do?,learn-mental-health
i would like to learn more about it.,So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.,i would like to learn more about it.,learn-more
how do i breathe when anxious,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",how do i breathe when anxious,breathing-exercise
Lately I feel guilty fact-5. What can I do?,"Thanks for sharing this. You’re not alone in feeling this way. Different strategies help different people—try small steps and notice what supports you best. Schedule a 10-minute gentle walk or stretch to reset your nervous system. You might also reach out to someone you trust and let them know how you’re feeling. If you ever feel at risk of harm, please contact local emergency services or a crisis helpline available in your area.",Lately I feel guilty fact-5. What can I do?,fact-5
i can't switch off my brain,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",i can't switch off my brain,stressed
